1,680,456
713,280
560,864
261,364
445,630
470,813
507,188
608,597
545,308
842,018
16,825,675
15,026,202
1,737,912
2,016,162
2,198,775
1,826,992
1,873,650
1,177,847
2,208,028
2,011,502
1,137,202
1,508,077
986,083
1,629,973
2,188,591
1,804,227
978,434
1,937,703
1,786,256
1,706,400
1,407,437
1,586,520
1,036,478
535,091
1,977,969
1,312,072
265,921
146,894
114,990
202,113
126,126
292,051
1,590,573
1,652,045
1,678,632
1,643,464
1,647,744
1,688,173
1,647,388
1,648,379
1,620,054
1,637,112
1,642,802
1,644,312
1,640,744
1,635,323
1,642,076
1,635,382
2,176,850
1,633,681
1,634,088
1,081,439
2,039,421
1,781,101
1,847,522
1,757,639
1,638,958
1,646,707
1,642,126
1,643,168
1,639,591
1,643,800
1,639,958
1,636,474
1,641,087
1,642,550
1,623,763
1,639,516
1,630,768
1,628,565
1,629,963
1,630,788
1,630,119
1,627,199
1,631,199
1,746,158
1,627,821
1,625,602
1,548,807
1,592,181
1,626,507
1,619,907
1,624,639
1,624,422
1,620,554
1,628,882
1,630,612
1,626,490
1,628,522
1,624,862
1,585,335
687,536
1,577,815
1,638,195
1,636,509
1,508,962
1,629,989
1,628,757
1,630,497
1,633,019
1,633,915
1,624,012
1,628,083
1,628,291
1,628,885
1,626,751
1,626,016
1,630,211
1,620,557
1,625,293
1,629,910
1,630,060
1,627,251
1,620,272
1,608,989
1,619,335
1,284,839
1,601,369
1,095,312
1,624,385
1,623,833
1,617,948
1,618,360
1,623,284
1,616,416
1,622,338
1,587,723
1,613,566
1,592,335
1,611,314
1,592,893
690,076
1,681,750
1,591,834
1,625,787
1,629,503
1,613,702
1,578,665
1,631,220
1,618,582
1,625,493
1,712,243
1,726,821
1,731,616
2,231,508
2,055,280
1,828,871
1,730,431
1,725,394
1,732,094
2,235,611
2,054,890
1,832,254
1,728,409
1,726,865
1,737,407
2,238,858
2,054,585
1,831,120
1,729,597
1,722,626
1,732,628
1,838,787
2,433,078
1,830,441
1,735,929
1,729,214
1,751,556
1,699,765
2,588,588
1,716,819
1,837,997
1,724,519
1,741,379
1,691,969
2,590,511
1,729,406
1,825,816
1,728,328
1,748,438
1,693,065
2,587,595
1,717,642
1,841,512
1,727,328
1,748,411
1,695,993
2,586,343
1,720,124
1,838,344
1,728,042
1,744,373
1,689,568
2,584,308
1,713,685
1,842,207
1,729,074
1,746,717
1,690,859
2,582,213
1,713,160
1,834,993
1,728,170
1,745,176
1,699,774
2,576,947
1,723,741
1,835,431
1,731,044
1,745,668
1,697,102
2,576,754
1,725,393
1,832,395
1,725,775
1,743,816
1,696,866
2,575,378
1,727,174
1,834,512
1,731,454
1,740,285
1,695,115
1,658,205
1,617,625
1,753,617
1,712,583
2,595,890
1,803,175
1,787,781
1,708,545
1,686,894
1,735,930
1,738,737
2,586,191
1,722,540
1,858,712
1,680,312
1,763,560
1,702,912
2,589,571
1,838,985
1,736,361
1,732,175
1,743,400
2,575,573
1,728,326
1,842,573
1,737,119
1,749,658
1,698,878
2,603,632
1,843,141
1,737,094
1,727,328
1,741,625
2,584,697
1,722,740
1,849,802
1,736,117
1,753,910
2,236,774
2,052,016
1,851,932
1,736,104
1,751,286
1,697,763
2,588,010
1,841,651
1,739,299
1,733,630
1,738,054
2,576,740
1,730,056
1,838,378
1,733,547
1,750,520
1,973,628
2,323,292
1,834,620
1,736,704
1,733,852
1,736,249
2,583,404
1,724,482
1,851,305
1,728,858
1,751,732
2,237,094
2,056,515
1,851,531
1,733,311
1,752,435
1,697,245
2,592,166
1,841,924
1,736,542
1,729,150
1,734,217
2,576,105
1,729,484
1,847,068
1,733,442
1,753,738
2,238,113
2,058,906
1,847,433
1,720,484
1,761,558
1,701,371
2,592,379
1,841,087
1,735,922
1,726,059
1,737,261
2,574,806
1,726,034
1,845,347
1,730,374
1,750,415
1,691,348
2,588,375
1,666,446
767,121
1,704,597
2,589,494
1,736,436
1,847,444
1,735,987
1,756,754
1,691,332
1,716,830
2,590,825
1,730,080
1,861,022
1,720,108
1,747,949
2,581,637
1,729,805
1,851,778
1,738,121
1,756,009
1,908,121
2,350,825
1,727,683
1,849,211
1,730,736
1,750,502
2,246,299
2,062,152
1,848,507
1,738,136
1,751,991
1,695,085
2,608,115
1,841,255
1,738,851
1,733,882
1,732,903
2,587,986
1,847,000
1,739,551
1,732,208
1,741,445
2,580,502
1,731,508
1,843,640
1,734,711
1,750,382
2,239,442
2,059,197
1,847,732
1,733,122
1,749,531
1,698,015
2,595,821
1,843,261
1,735,518
1,727,708
1,741,650
2,589,584
1,842,295
1,744,001
1,733,385
1,743,750
2,579,457
1,728,971
1,845,032
1,733,476
1,753,067
2,239,830
2,059,129
1,845,354
1,731,576
1,762,038
1,696,589
2,589,087
1,841,208
1,736,408
1,731,183
1,739,897
2,583,336
1,730,103
1,848,973
1,733,065
1,756,621
2,502,913
1,797,027
1,846,346
1,736,634
1,748,982
2,024,741
2,266,195
1,838,365
1,734,819
1,764,323
1,704,438
2,590,367
1,842,384
1,744,640
1,732,663
1,738,878
2,581,674
1,728,520
1,851,633
1,732,177
1,751,893
2,490,297
1,811,693
1,851,178
1,739,035
1,752,234
1,701,891
2,605,915
1,835,113
1,738,406
1,759,291
1,708,955
2,582,069
1,840,102
1,739,340
1,730,071
1,736,067
2,575,431
1,733,964
1,845,431
