#           time             counts unit events
     0.050075151             98,898      cache-misses                                                
     0.100284956             87,507      cache-misses                                                
     0.150408385             85,998      cache-misses                                                
     0.200571766             82,625      cache-misses                                                
     0.250736263             82,072      cache-misses                                                
     0.300903711             84,991      cache-misses                                                
     0.351066558             88,148      cache-misses                                                
     0.401257797             89,540      cache-misses                                                
     0.451425335            108,500      cache-misses                                                
     0.501535502            118,004      cache-misses                                                
     0.551688578            119,517      cache-misses                                                
     0.601807762            119,959      cache-misses                                                
     0.651985261            116,455      cache-misses                                                
     0.702143240            116,286      cache-misses                                                
     0.752314623            118,493      cache-misses                                                
     0.802428551            115,034      cache-misses                                                
     0.852587325            118,889      cache-misses                                                
     0.902744772            110,154      cache-misses                                                
     0.952907616             85,892      cache-misses                                                
     1.003065314             95,536      cache-misses                                                
     1.053284525            110,603      cache-misses                                                
     1.103450664             94,602      cache-misses                                                
     1.153611297             71,793      cache-misses                                                
     1.203786297             80,403      cache-misses                                                
     1.253956635            124,737      cache-misses                                                
#           time             counts unit events
     1.304113846            107,640      cache-misses                                                
     1.354289979             91,357      cache-misses                                                
     1.404455961            131,811      cache-misses                                                
     1.454565195            108,357      cache-misses                                                
     1.504729968            107,848      cache-misses                                                
     1.554893481            120,164      cache-misses                                                
     1.605053648            119,378      cache-misses                                                
     1.655210375            118,848      cache-misses                                                
     1.705326640            113,421      cache-misses                                                
     1.755482972            114,314      cache-misses                                                
     1.805596613            112,305      cache-misses                                                
     1.855755993            111,418      cache-misses                                                
     1.905921358            104,787      cache-misses                                                
     1.956082527            112,139      cache-misses                                                
     2.006242998            114,539      cache-misses                                                
     2.056406694            115,974      cache-misses                                                
     2.106565957            116,078      cache-misses                                                
     2.156726225            112,873      cache-misses                                                
     2.206890608            109,364      cache-misses                                                
     2.257047044            113,004      cache-misses                                                
     2.307200001            111,629      cache-misses                                                
     2.357361752            112,196      cache-misses                                                
     2.407521686            110,874      cache-misses                                                
     2.457693943            114,679      cache-misses                                                
     2.507855123            109,500      cache-misses                                                
#           time             counts unit events
     2.557986403            115,065      cache-misses                                                
     2.608153516            115,377      cache-misses                                                
     2.658313279            114,132      cache-misses                                                
     2.708511672            113,988      cache-misses                                                
     2.758680771            112,219      cache-misses                                                
     2.808848077            113,111      cache-misses                                                
     2.859013778            109,329      cache-misses                                                
     2.909179891            109,752      cache-misses                                                
     2.959369890            110,235      cache-misses                                                
     3.009558560            114,063      cache-misses                                                
     3.059722843            111,041      cache-misses                                                
     3.109842305            114,765      cache-misses                                                
     3.160004321             97,432      cache-misses                                                
     3.210124352            116,424      cache-misses                                                
     3.260285925            116,835      cache-misses                                                
     3.310406784            117,669      cache-misses                                                
     3.360575528            116,409      cache-misses                                                
     3.410733787            115,142      cache-misses                                                
     3.460943390            117,291      cache-misses                                                
     3.511107542            116,518      cache-misses                                                
     3.561269966            113,280      cache-misses                                                
     3.611431767            113,818      cache-misses                                                
     3.661549849            113,346      cache-misses                                                
     3.711709591            116,349      cache-misses                                                
     3.761847055            117,953      cache-misses                                                
#           time             counts unit events
     3.812016465            116,327      cache-misses                                                
     3.862156919            113,390      cache-misses                                                
     3.912321983            114,841      cache-misses                                                
     3.962443435            113,822      cache-misses                                                
     4.012628178            114,501      cache-misses                                                
     4.062803142            115,751      cache-misses                                                
     4.112986067            117,727      cache-misses                                                
     4.163161279            114,370      cache-misses                                                
     4.213284806            101,573      cache-misses                                                
