#           time             counts unit events
     0.050078855         28,771,903      branches                                                    
     0.100255976         30,932,412      branches                                                    
     0.150425220         31,178,962      branches                                                    
     0.200591820         30,955,341      branches                                                    
     0.250758409         30,067,197      branches                                                    
     0.300879246         29,648,795      branches                                                    
     0.351047514         30,632,657      branches                                                    
     0.401218292         31,427,426      branches                                                    
     0.451405770         34,040,673      branches                                                    
     0.501580098         36,265,168      branches                                                    
     0.551759903         36,103,750      branches                                                    
     0.601924961         36,239,931      branches                                                    
     0.652095730         35,344,051      branches                                                    
     0.702251810         35,155,479      branches                                                    
     0.752421600         35,703,245      branches                                                    
     0.802581397         34,406,303      branches                                                    
     0.852753769         35,070,712      branches                                                    
     0.902929854         34,788,981      branches                                                    
     0.953091847         35,157,134      branches                                                    
     1.003222523         34,143,732      branches                                                    
     1.053402563         33,929,323      branches                                                    
     1.103580866         33,585,660      branches                                                    
     1.153764812         29,703,283      branches                                                    
     1.203931635         33,234,785      branches                                                    
     1.254103223         39,702,298      branches                                                    
#           time             counts unit events
     1.304265686         40,934,052      branches                                                    
     1.354432491         40,860,146      branches                                                    
     1.404602397         36,327,934      branches                                                    
     1.454767903         33,950,505      branches                                                    
     1.504931208         34,950,307      branches                                                    
     1.555091983         35,970,863      branches                                                    
     1.605255442         35,942,098      branches                                                    
     1.655425382         35,626,601      branches                                                    
     1.705592806         35,026,762      branches                                                    
     1.755759272         34,897,307      branches                                                    
     1.805924769         33,955,367      branches                                                    
     1.856103845         33,249,754      branches                                                    
     1.906268413         34,601,728      branches                                                    
     1.956434434         35,384,604      branches                                                    
     2.006611924         35,846,360      branches                                                    
     2.056810514         35,565,653      branches                                                    
     2.106983510         35,855,154      branches                                                    
     2.157150382         33,790,731      branches                                                    
     2.207327702         34,437,809      branches                                                    
     2.257493697         34,410,141      branches                                                    
     2.307677470         34,927,962      branches                                                    
     2.357844961         34,016,640      branches                                                    
     2.408023380         35,126,343      branches                                                    
     2.458204978         34,336,424      branches                                                    
     2.508383392         34,735,200      branches                                                    
#           time             counts unit events
     2.558554428         34,276,695      branches                                                    
     2.608724237         34,921,603      branches                                                    
     2.658898598         34,717,462      branches                                                    
     2.709075962         34,428,078      branches                                                    
     2.759245621         34,613,240      branches                                                    
     2.809416003         33,880,089      branches                                                    
     2.859617142         33,973,997      branches                                                    
     2.909787513         33,659,477      branches                                                    
     2.959961560         34,743,023      branches                                                    
     3.010145106         34,543,071      branches                                                    
     3.060319940         34,626,982      branches                                                    
     3.110497227         32,106,559      branches                                                    
     3.160687368         34,937,919      branches                                                    
     3.210858458         35,393,998      branches                                                    
     3.261032300         35,575,590      branches                                                    
     3.311205407         35,233,845      branches                                                    
     3.361379845         35,115,630      branches                                                    
     3.411551243         35,447,835      branches                                                    
     3.461736640         35,427,424      branches                                                    
     3.511909417         34,968,817      branches                                                    
     3.562081126         35,080,186      branches                                                    
     3.612249368         35,180,597      branches                                                    
     3.662462650         35,209,722      branches                                                    
     3.712636161         35,859,087      branches                                                    
     3.762808548         35,388,337      branches                                                    
#           time             counts unit events
     3.812983025         35,500,040      branches                                                    
     3.863159587         35,242,901      branches                                                    
     3.913333632         35,361,722      branches                                                    
     3.963528028         35,291,092      branches                                                    
     4.013750858         35,098,530      branches                                                    
     4.063939425         35,686,986      branches                                                    
     4.114113516         35,293,585      branches                                                    
     4.164282939         32,510,298      branches                                                    
     4.214461295         31,841,471      branches                                                    
     4.264647067         34,635,245      branches                                                    
     4.314777800         32,000,300      branches                                                    
     4.364979264         31,816,440      branches                                                    
     4.415160614         30,707,872      branches                                                    
     4.465332920         32,501,683      branches                                                    
     4.515551194         37,250,934      branches                                                    
     4.565687755         31,937,566      branches                                                    
     4.615812168         29,967,558      branches                                                    
     4.665982675         29,511,446      branches                                                    
     4.716167986         28,575,645      branches                                                    
     4.766351411         28,565,575      branches                                                    
     4.816559545         32,013,885      branches                                                    
     4.866688156         33,299,021      branches                                                    
     4.916820744         35,634,987      branches                                                    
     4.967000001         32,321,214      branches                                                    
     5.017180084         33,773,787      branches                                                    
#           time             counts unit events
     5.067364409         32,096,659      branches                                                    
     5.117555859         33,837,342      branches                                                    
     5.167691686         33,549,719      branches                                                    
     5.217874543         34,600,938      branches                                                    
     5.268058329         32,044,719      branches                                                    
     5.318246399         34,667,978      branches                                                    
     5.368385656         32,163,469      branches                                                    
     5.418585434         34,336,052      branches                                                    
     5.468729166         31,815,036      branches                                                    
     5.518849072         34,412,322      branches                                                    
     5.568960841         31,788,665      branches                                                    
     5.619066986         33,940,065      branches                                                    
     5.669182395         33,958,619      branches                                                    
     5.719293144         38,224,009      branches                                                    
     5.769393644         35,037,510      branches                                                    
     5.819495559         33,079,784      branches                                                    
     5.869613561         32,774,385      branches                                                    
     5.919715175         34,028,405      branches                                                    
     5.969819951         33,405,595      branches                                                    
     6.019932400         33,558,448      branches                                                    
