#           time             counts unit events
     0.050075519        175,731,080      cycles                                                      
     0.100304689        189,404,995      cycles                                                      
     0.150420194        187,142,872      cycles                                                      
     0.200589479        187,491,631      cycles                                                      
     0.250753699        186,778,373      cycles                                                      
     0.300914464        183,603,420      cycles                                                      
     0.351087559        182,236,514      cycles                                                      
     0.401262013        183,142,256      cycles                                                      
     0.451434698        184,773,686      cycles                                                      
     0.501607805        184,780,015      cycles                                                      
     0.551779878        184,363,614      cycles                                                      
     0.601909052        183,600,957      cycles                                                      
     0.652037950        183,136,069      cycles                                                      
     0.702146817        184,175,569      cycles                                                      
     0.752230469        184,216,523      cycles                                                      
     0.802310901        184,635,904      cycles                                                      
     0.852391855        183,705,287      cycles                                                      
     0.902469797        184,416,543      cycles                                                      
     0.952550133        184,431,401      cycles                                                      
     1.002632007        181,274,552      cycles                                                      
     1.052713650        179,869,733      cycles                                                      
     1.102796067        179,873,574      cycles                                                      
     1.152880936        179,883,558      cycles                                                      
     1.202965903        179,880,242      cycles                                                      
     1.253055146        179,900,627      cycles                                                      
#           time             counts unit events
     1.303141261        179,883,641      cycles                                                      
     1.353232486        179,902,749      cycles                                                      
     1.403316186        179,877,671      cycles                                                      
     1.453399977        179,878,846      cycles                                                      
     1.503483416        179,874,466      cycles                                                      
     1.553564160        179,867,390      cycles                                                      
     1.603645940        179,871,349      cycles                                                      
     1.653727393        179,869,289      cycles                                                      
     1.703810320        179,839,802      cycles                                                      
     1.753893992        179,877,333      cycles                                                      
     1.803974742        179,867,098      cycles                                                      
     1.854057982        179,874,327      cycles                                                      
     1.904140127        179,873,463      cycles                                                      
     1.954221152        179,867,874      cycles                                                      
     2.004303551        179,875,011      cycles                                                      
     2.054385902        179,085,032      cycles                                                      
     2.104470964        179,881,675      cycles                                                      
     2.154555272        179,880,198      cycles                                                      
     2.204636219        179,868,722      cycles                                                      
     2.254718328        179,870,695      cycles                                                      
     2.304801054        179,875,208      cycles                                                      
     2.354882773        179,722,507      cycles                                                      
     2.404969215        179,890,509      cycles                                                      
     2.455055303        179,884,710      cycles                                                      
     2.505138377        179,874,407      cycles                                                      
#           time             counts unit events
     2.555220243        179,870,533      cycles                                                      
     2.605306042        179,793,476      cycles                                                      
     2.655389150        179,876,451      cycles                                                      
     2.705475352        179,854,769      cycles                                                      
     2.755561257        179,883,314      cycles                                                      
     2.805649203        179,896,547      cycles                                                      
     2.855739102        179,794,196      cycles                                                      
     2.905826218        179,890,479      cycles                                                      
     2.955911270        179,883,045      cycles                                                      
     3.005999544        179,899,113      cycles                                                      
     3.056101651        179,942,592      cycles                                                      
     3.106189025        179,868,086      cycles                                                      
     3.156279092        179,897,571      cycles                                                      
     3.206365454        179,795,367      cycles                                                      
     3.256455443        179,899,610      cycles                                                      
     3.306543411        179,901,760      cycles                                                      
     3.356638853        179,912,734      cycles                                                      
     3.406732609        179,823,489      cycles                                                      
     3.456823804        179,914,405      cycles                                                      
     3.506921310        179,827,218      cycles                                                      
     3.557013064        179,735,628      cycles                                                      
     3.607100729        179,891,952      cycles                                                      
     3.657198224        179,928,666      cycles                                                      
     3.707290082        179,874,628      cycles                                                      
     3.757393546        179,900,588      cycles                                                      
#           time             counts unit events
     3.807487762        179,805,894      cycles                                                      
     3.857584044        179,921,730      cycles                                                      
     3.907676374        179,908,452      cycles                                                      
     3.957767282        179,905,170      cycles                                                      
     4.007858202        179,902,380      cycles                                                      
     4.057950382        179,910,614      cycles                                                      
     4.108044133        179,913,130      cycles                                                      
     4.158135093        179,900,814      cycles                                                      
     4.208227953        179,912,184      cycles                                                      
     4.258320837        179,911,716      cycles                                                      
     4.308416936        179,920,004      cycles                                                      
     4.358508260        179,906,398      cycles                                                      
     4.408615443        179,976,513      cycles                                                      
     4.458719378        179,938,497      cycles                                                      
     4.508817615        179,929,599      cycles                                                      
     4.558915517        179,926,053      cycles                                                      
     4.609011279        179,922,198      cycles                                                      
     4.659107974        179,876,402      cycles                                                      
     4.709206861        179,932,644      cycles                                                      
     4.759306261        179,934,840      cycles                                                      
