#           time             counts unit events
     0.050118191             99,218      cache-misses                                                
     0.100351772             85,084      cache-misses                                                
     0.150526984             85,996      cache-misses                                                
     0.200652262             83,649      cache-misses                                                
     0.250815791             79,027      cache-misses                                                
     0.300943017             87,063      cache-misses                                                
     0.351103802             89,945      cache-misses                                                
     0.401217918             95,579      cache-misses                                                
     0.451370219            108,082      cache-misses                                                
     0.501482210            118,361      cache-misses                                                
     0.551644198            120,943      cache-misses                                                
     0.601758692            120,636      cache-misses                                                
     0.651917809            120,449      cache-misses                                                
     0.702079091            117,610      cache-misses                                                
     0.752236184            122,561      cache-misses                                                
     0.802393666            117,868      cache-misses                                                
     0.852507905            122,733      cache-misses                                                
     0.902666142            116,692      cache-misses                                                
     0.952783578            118,297      cache-misses                                                
     1.002946120            117,386      cache-misses                                                
     1.053064635            116,134      cache-misses                                                
     1.103225458             89,560      cache-misses                                                
     1.153342635             72,509      cache-misses                                                
     1.203506390            105,276      cache-misses                                                
     1.253623706            143,159      cache-misses                                                
#           time             counts unit events
     1.303782226            144,960      cache-misses                                                
     1.353964338            136,276      cache-misses                                                
     1.404131848            111,806      cache-misses                                                
     1.454296096            111,667      cache-misses                                                
     1.504433222            125,729      cache-misses                                                
     1.554615194            125,959      cache-misses                                                
     1.604736269            126,691      cache-misses                                                
     1.654898830            123,158      cache-misses                                                
     1.705017291            120,798      cache-misses                                                
     1.755180162            120,048      cache-misses                                                
     1.805297823            119,150      cache-misses                                                
     1.855410612            116,099      cache-misses                                                
     1.905538388            120,904      cache-misses                                                
     1.955708833            125,483      cache-misses                                                
     2.005868121            126,364      cache-misses                                                
     2.056027743            124,651      cache-misses                                                
     2.106187767            117,710      cache-misses                                                
     2.156361018            117,681      cache-misses                                                
     2.206531674            119,857      cache-misses                                                
     2.256645824            120,686      cache-misses                                                
     2.306799589            100,961      cache-misses                                                
     2.356957516            135,968      cache-misses                                                
     2.407122190            128,005      cache-misses                                                
     2.457293009            132,338      cache-misses                                                
     2.507446501            131,100      cache-misses                                                
#           time             counts unit events
     2.557623540            133,724      cache-misses                                                
     2.607780627            130,056      cache-misses                                                
     2.657944803            130,007      cache-misses                                                
     2.708112248            130,630      cache-misses                                                
     2.758265128            126,144      cache-misses                                                
     2.808430059            127,334      cache-misses                                                
     2.858588302            128,712      cache-misses                                                
     2.908746918            131,745      cache-misses                                                
