#           time             counts unit events
     0.050123263            104,566      cache-misses                                                
     0.100293986             87,873      cache-misses                                                
     0.150460678             88,615      cache-misses                                                
     0.200588211             82,571      cache-misses                                                
     0.250709992             82,444      cache-misses                                                
     0.300831518             85,278      cache-misses                                                
     0.350998550             91,314      cache-misses                                                
     0.401163923             90,239      cache-misses                                                
     0.451327873            107,072      cache-misses                                                
     0.501491950            118,951      cache-misses                                                
     0.551609659            119,060      cache-misses                                                
     0.601768224            117,345      cache-misses                                                
     0.651884814            114,263      cache-misses                                                
     0.702042178            112,935      cache-misses                                                
     0.752169194            118,018      cache-misses                                                
     0.802329789            113,393      cache-misses                                                
     0.852457075            118,180      cache-misses                                                
     0.902563989            114,777      cache-misses                                                
     0.952655134            114,948      cache-misses                                                
     1.002743652            113,877      cache-misses                                                
     1.052833009            113,176      cache-misses                                                
     1.102918546             92,441      cache-misses                                                
     1.153009327             71,830      cache-misses                                                
     1.203105042             84,713      cache-misses                                                
     1.253205060            130,952      cache-misses                                                
#           time             counts unit events
     1.303297666            137,787      cache-misses                                                
     1.353389733            136,339      cache-misses                                                
     1.403457670            116,770      cache-misses                                                
     1.453548221            109,781      cache-misses                                                
     1.503636974            112,690      cache-misses                                                
     1.553727194            120,248      cache-misses                                                
     1.603815897            119,481      cache-misses                                                
     1.653905601            116,388      cache-misses                                                
     1.703999769            116,063      cache-misses                                                
     1.754105515            116,306      cache-misses                                                
     1.804193974            110,966      cache-misses                                                
     1.854294049            110,479      cache-misses                                                
     1.904390067            113,280      cache-misses                                                
     1.954482362            117,506      cache-misses                                                
     2.004573181            117,430      cache-misses                                                
     2.054669754            117,984      cache-misses                                                
     2.104760733            118,809      cache-misses                                                
     2.154850433            112,146      cache-misses                                                
     2.204939713            114,925      cache-misses                                                
     2.255030709            114,499      cache-misses                                                
     2.305119347            116,241      cache-misses                                                
     2.355210937            110,309      cache-misses                                                
     2.405295765            116,765      cache-misses                                                
     2.455391840            113,464      cache-misses                                                
     2.505480340            114,491      cache-misses                                                
#           time             counts unit events
     2.555570610            115,710      cache-misses                                                
     2.605661482            118,059      cache-misses                                                
     2.655752037            116,740      cache-misses                                                
     2.705845522            114,267      cache-misses                                                
     2.755937507            114,766      cache-misses                                                
     2.806033193            112,107      cache-misses                                                
     2.856120510            112,246      cache-misses                                                
     2.906211766            111,870      cache-misses                                                
     2.956302075            115,603      cache-misses                                                
     3.006393489            116,376      cache-misses                                                
     3.056490349            115,056      cache-misses                                                
     3.106581598            102,163      cache-misses                                                
     3.156672572            115,430      cache-misses                                                
     3.206769072            118,765      cache-misses                                                
     3.256864015            119,569      cache-misses                                                
     3.306953410            118,911      cache-misses                                                
     3.357048557            116,125      cache-misses                                                
     3.407140117            118,077      cache-misses                                                
     3.457232752            116,338      cache-misses                                                
     3.507325480            115,230      cache-misses                                                
     3.557433473            115,352      cache-misses                                                
     3.607526870            116,114      cache-misses                                                
     3.657620567            115,963      cache-misses                                                
     3.707707695            119,521      cache-misses                                                
     3.757810138            117,252      cache-misses                                                
#           time             counts unit events
     3.807901919            119,139      cache-misses                                                
     3.857999141            116,514      cache-misses                                                
     3.908091403            118,344      cache-misses                                                
     3.958183637            118,191      cache-misses                                                
     4.008279246            115,377      cache-misses                                                
     4.058373938            120,330      cache-misses                                                
     4.108468785            117,490      cache-misses                                                
     4.158565229            109,782      cache-misses                                                
     4.208654687            103,350      cache-misses                                                
     4.258763448             98,816      cache-misses                                                
     4.308854326             94,363      cache-misses                                                
     4.358950447             95,512      cache-misses                                                
     4.409045622             96,771      cache-misses                                                
     4.459147074             93,750      cache-misses                                                
     4.509244059            128,836      cache-misses                                                
     4.559343196             94,554      cache-misses                                                
     4.609443716             94,239      cache-misses                                                
     4.659551772             91,681      cache-misses                                                
     4.709644056             91,368      cache-misses                                                
     4.759739342             93,076      cache-misses                                                
     4.809833175            134,768      cache-misses                                                
     4.859931857            108,491      cache-misses                                                
     4.910032919            125,881      cache-misses                                                
     4.960127821            106,229      cache-misses                                                
     5.010228814            111,697      cache-misses                                                
#           time             counts unit events
     5.060331357            106,693      cache-misses                                                
     5.110435228            114,936      cache-misses                                                
     5.160529211            109,683      cache-misses                                                
     5.210627462            116,324      cache-misses                                                
     5.260724636            106,292      cache-misses                                                
     5.310823982            116,415      cache-misses                                                
     5.360929117            107,060      cache-misses                                                
     5.411026800            114,464      cache-misses                                                
     5.461129981            104,910      cache-misses                                                
     5.511229520            114,128      cache-misses                                                
     5.561323361            104,918      cache-misses                                                
     5.611422023            114,455      cache-misses                                                
     5.661523281            113,858      cache-misses                                                
     5.711634468            129,342      cache-misses                                                
     5.761730459            122,708      cache-misses                                                
     5.811833878            110,207      cache-misses                                                
     5.861934252            107,758      cache-misses                                                
     5.912033266            111,328      cache-misses                                                
     5.962128273            110,439      cache-misses                                                
     6.012235745            111,192      cache-misses                                                
     6.062348706             96,927      cache-misses                                                
     6.112453012            113,983      cache-misses                                                
     6.162555416            112,059      cache-misses                                                
     6.212673259            104,792      cache-misses                                                
     6.262771186            111,198      cache-misses                                                
#           time             counts unit events
     6.312868125            112,965      cache-misses                                                
     6.362968067            113,789      cache-misses                                                
     6.413073263            111,220      cache-misses                                                
     6.463173903            114,537      cache-misses                                                
     6.513284170            108,278      cache-misses                                                
     6.563389083            112,375      cache-misses                                                
     6.613492182             91,834      cache-misses                                                
     6.663597730             96,858      cache-misses                                                
     6.713700383            114,722      cache-misses                                                
     6.763804137            115,635      cache-misses                                                
     6.813907113            113,502      cache-misses                                                
     6.864004622            113,256      cache-misses                                                
     6.914114765            113,733      cache-misses                                                
     6.964217854            107,348      cache-misses                                                
     7.014323828            113,591      cache-misses                                                
     7.064432043            121,010      cache-misses                                                
     7.114538865            116,923      cache-misses                                                
     7.164641044            114,173      cache-misses                                                
     7.214750842            118,972      cache-misses                                                
     7.264855973            112,189      cache-misses                                                
     7.314965836            115,825      cache-misses                                                
     7.365069881            111,400      cache-misses                                                
     7.415173119            113,826      cache-misses                                                
     7.465275089            109,142      cache-misses                                                
     7.515381019            107,050      cache-misses                                                
#           time             counts unit events
     7.565494151            109,155      cache-misses                                                
     7.615602560            109,133      cache-misses                                                
     7.665700211            108,128      cache-misses                                                
     7.715822834            112,862      cache-misses                                                
     7.765942456            111,595      cache-misses                                                
     7.816052780            109,525      cache-misses                                                
     7.866165261            108,831      cache-misses                                                
     7.916272155            109,954      cache-misses                                                
     7.966375545            111,322      cache-misses                                                
     8.016479490            115,180      cache-misses                                                
     8.066582764            114,210      cache-misses                                                
     8.116690232            104,219      cache-misses                                                
     8.166796226            116,640      cache-misses                                                
     8.216902648            110,441      cache-misses                                                
     8.267010586            113,999      cache-misses                                                
     8.317117062            106,391      cache-misses                                                
     8.367231114            121,824      cache-misses                                                
     8.417337104            108,786      cache-misses                                                
